üniversite_adı,ülke,öğretim,uluslararası,araştırma,atıflar,gelir,toplam_puan,öğrenci_sayısı,öğrenci_personel_oranı,uluslararası_öğrenciler,yıl,kadın_oranı,erkek_oranı
University of Trieste,Italy,26.5,47.3,18.5,74.1,32.3,59.88001693480102,18135,25.8,0.09,2016,0.56,0.44
University of Turin,Italy,27.4,38.8,22.3,67.5,54.2,59.88001693480102,67552,66.0,0.06,2016,0.62,0.38
University of Turku,Finland,27.1,66.2,21.2,65.8,31.2,59.88001693480102,12326,14.6,0.05,2016,0.61,0.39
Vrije Universiteit Brussel,Belgium,28.7,64.5,24.5,56.8,77.1,59.88001693480102,9020,17.1,0.16,2016,0.55,0.45
VŠB - Technical University of Ostrava,Czech Republic,18.8,22.3,15.7,85.5,32.1,59.88001693480102,14991,23.9,0.05,2016,0.49,0.51
Yonsei University,South Korea,37.2,41.5,34.1,39.4,75.9,59.88001693480102,24774,11.6,0.14,2016,0.5,0.5
York University,Canada,30.2,58.2,30.8,49.1,33.2,59.88001693480102,48007,39.4,0.09,2016,0.59,0.41
"Binghamton University, State University of New York",United States of America,22.7,53.6,17.4,62.0,34.0,59.88001693480102,15799,23.3,0.14,2016,0.48,0.52
University of Crete,Greece,18.6,47.0,19.2,73.6,34.5,59.88001693480102,14650,26.9,0.05,2016,0.63,0.37
University of Cyprus,Cyprus,18.0,74.7,28.5,56.7,30.0,59.88001693480102,6880,22.9,0.08,2016,0.69,0.31
Drexel University,United States of America,31.2,46.3,14.6,57.7,36.3,59.88001693480102,20713,10.8,0.18,2016,0.48,0.52
University of Eastern Finland,Finland,24.8,46.1,20.7,65.1,33.3,59.88001693480102,10798,17.3,0.06,2016,0.64,0.36
University of Florence,Italy,21.7,38.5,20.4,72.1,35.9,59.88001693480102,54290,17.2,0.07,2016,0.59,0.41
University of St Gallen,Switzerland,25.8,97.6,11.2,53.5,41.8,59.88001693480102,6848,10.8,0.34,2016,0.32,0.68
Graz University of Technology,Austria,26.0,69.3,15.8,52.9,77.2,59.88001693480102,7542,12.5,0.16,2016,0.22,0.78
University of Guelph,Canada,28.0,53.6,34.2,44.4,47.4,59.88001693480102,21643,28.3,0.04,2016,0.6,0.4
Hanyang University,South Korea,33.9,54.3,32.6,31.1,87.9,59.88001693480102,16729,10.4,0.19,2016,0.5,0.5
Hong Kong Baptist University,Hong Kong,22.6,75.0,12.1,67.9,28.8,59.88001693480102,10441,11.0,0.25,2016,0.61,0.39
University of Houston,United States of America,34.9,33.9,26.5,52.0,42.3,59.88001693480102,40325,43.7,0.09,2016,0.5,0.5
Indian Institute of Technology Bombay,India,37.8,17.7,28.6,48.5,42.3,59.88001693480102,8327,14.9,0.01,2016,0.16,0.84
Instituto Superior Técnico Lisboa,Portugal,22.2,43.7,25.0,59.8,38.8,59.88001693480102,11778,16.9,0.09,2016,0.27,0.73
University of Jyväskylä,Finland,28.2,47.1,25.5,55.5,34.2,59.88001693480102,9703,15.2,0.05,2016,0.62,0.38
La Trobe University,Australia,27.0,78.0,28.5,45.4,43.7,59.88001693480102,22037,29.0,0.27,2016,0.63,0.37
Loughborough University,United Kingdom,31.2,72.9,32.2,41.3,36.6,59.88001693480102,13951,15.9,0.22,2016,0.38,0.62
University of Manitoba,Canada,27.1,57.8,26.9,49.7,41.8,59.88001693480102,28576,27.8,0.11,2016,0.55,0.45
University of Missouri,United States of America,31.2,31.0,21.0,60.2,31.1,59.88001693480102,29885,14.1,0.05,2016,0.53,0.47
University of Modena and Reggio Emilia,Italy,18.7,34.2,15.6,72.9,32.3,59.88001693480102,19693,25.3,0.06,2016,0.54,0.46
University of Montana,United States of America,30.8,21.5,13.6,65.5,31.0,59.88001693480102,12470,15.2,0.03,2016,0.54,0.46
"National University of Ireland, Maynooth",Republic of Ireland,24.6,75.6,22.8,50.2,36.6,59.88001693480102,7653,28.0,0.11,2016,0.55,0.45
University of Nebraska Medical Center,United States of America,37.0,37.7,13.3,64.4,33.6,59.88001693480102,2857,2.6,0.08,2016,0.67,0.33
Norwegian University of Science and Technology,Norway,16.3,59.9,25.8,59.8,51.8,59.88001693480102,17381,13.9,0.09,2016,0.46,0.54
University of Oulu,Finland,23.1,56.9,15.9,62.3,30.9,59.88001693480102,14056,8.5,0.06,2016,0.49,0.51
Panthéon-Sorbonne University – Paris 1,France,53.2,47.6,47.6,6.8,28.3,59.88001693480102,42215,34.3,0.2,2016,0.59,0.41
Polytechnic University of Turin,Italy,23.7,50.6,18.6,65.9,42.5,59.88001693480102,27709,19.6,0.16,2016,0.29,0.71
University of Rome III,Italy,23.1,35.9,21.0,64.8,37.5,59.88001693480102,36353,61.2,0.05,2016,0.59,0.41
Sabancı University,Turkey,22.3,42.7,32.3,52.8,70.0,59.88001693480102,2739,15.9,0.06,2016,0.39,0.61
San Diego State University,United States of America,20.3,25.9,27.0,62.7,29.3,59.88001693480102,27420,31.7,0.05,2016,0.57,0.43
University of South Australia,Australia,26.4,89.0,26.7,41.2,85.9,59.88001693480102,18971,26.2,0.32,2016,0.59,0.41
University of South Carolina,United States of America,31.1,24.5,21.5,58.7,30.3,59.88001693480102,29336,16.3,0.01,2016,0.55,0.45
University of South Dakota,United States of America,29.3,17.1,12.1,70.4,28.0,59.88001693480102,8003,17.1,0.02,2016,0.61,0.39
State University of Campinas,Brazil,44.6,21.1,42.3,22.6,49.4,59.88001693480102,27095,15.3,0.03,2016,0.48,0.52
University of Stirling,United Kingdom,22.6,77.7,23.5,59.1,30.4,59.88001693480102,7828,15.9,0.22,2016,0.61,0.39
Sun Yat-sen University,China,31.9,37.0,24.6,45.7,79.4,59.88001693480102,51351,16.6,0.08,2016,0.51,0.49
Swansea University,United Kingdom,22.2,72.4,23.8,58.2,32.7,59.88001693480102,12801,17.1,0.2,2016,0.49,0.51
Swinburne University of Technology,Australia,21.5,84.8,20.2,53.4,32.2,59.88001693480102,20314,36.5,0.33,2016,0.44,0.56
University of Tartu,Estonia,23.8,46.1,22.8,64.2,31.5,59.88001693480102,10269,13.0,0.03,2016,0.66,0.34
Temple University,United States of America,34.0,28.6,18.2,58.3,41.6,59.88001693480102,33268,13.3,0.05,2016,0.51,0.49
University of Texas at San Antonio,United States of America,18.1,29.6,16.6,74.9,28.6,59.88001693480102,27520,26.9,0.06,2016,0.48,0.52
UiT The Arctic University of Norway,Norway,26.5,66.1,18.7,58.8,36.8,59.88001693480102,10398,12.2,0.1,2016,0.6,0.4
Université Libre de Bruxelles,Belgium,26.1,84.5,28.3,47.9,39.1,59.88001693480102,23819,26.1,0.32,2016,0.54,0.46
Lille 2 University – Health and Law,France,15.1,39.4,9.5,81.7,31.5,59.88001693480102,26894,38.5,0.08,2016,0.58,0.42
University College Cork,Republic of Ireland,28.6,75.5,23.8,48.4,47.1,59.88001693480102,15805,22.3,0.15,2016,0.55,0.45
Verona University,Italy,23.6,38.3,13.1,76.1,36.6,59.88001693480102,25250,19.7,0.07,2016,0.65,0.35
Victoria University of Wellington,New Zealand,26.0,88.8,28.7,44.3,45.6,59.88001693480102,17142,21.1,0.21,2016,0.55,0.45
Washington State University,United States of America,29.0,39.6,28.2,49.6,57.1,59.88001693480102,24550,18.3,0.07,2016,0.5,0.5
Wayne State University,United States of America,31.9,29.6,14.2,65.3,41.7,59.88001693480102,23065,10.7,0.07,2016,0.57,0.43
American University,United States of America,42.2,28.9,16.5,41.1,35.9,59.88001693480102,11604,12.0,0.12,2016,0.6,0.4
University of Aveiro,Portugal,24.8,45.9,26.5,43.6,40.1,59.88001693480102,10791,17.8,0.1,2016,0.51,0.49
University of Bari Aldo Moro,Italy,28.7,31.7,21.6,48.8,45.4,59.88001693480102,51560,65.1,0.02,2016,0.65,0.35
Bar-Ilan University,Israel,22.6,49.4,21.3,42.3,28.9,59.88001693480102,17503,16.0,0.05,2016,0.59,0.41
Bournemouth University,United Kingdom,32.0,70.6,12.6,35.2,28.8,59.88001693480102,14907,25.9,0.18,2016,0.53,0.47
University of Brescia,Italy,15.6,36.6,14.8,72.3,35.8,59.88001693480102,14076,25.0,0.07,2016,0.48,0.52
Brno University of Technology,Czech Republic,18.0,35.8,14.7,55.8,33.7,59.88001693480102,23694,21.3,0.15,2016,0.27,0.73
Brunel University London,United Kingdom,24.8,91.8,23.3,39.5,34.7,59.88001693480102,12613,17.6,0.38,2016,0.46,0.54
Ca’ Foscari University of Venice,Italy,23.9,38.1,27.8,48.9,32.3,59.88001693480102,19267,38.3,0.07,2016,0.66,0.34
University of Cagliari,Italy,19.4,32.6,13.2,56.8,33.6,59.88001693480102,30638,51.0,0.01,2016,0.62,0.38
University of Canterbury,New Zealand,23.5,91.0,22.5,38.9,52.1,59.88001693480102,12187,16.5,0.2,2016,0.51,0.49
Catholic University of the Sacred Heart,Italy,18.6,39.0,11.3,55.4,38.7,59.88001693480102,30304,18.9,0.1,2016,0.5,0.5
Charles University in Prague,Czech Republic,31.5,52.8,21.5,41.0,28.2,59.88001693480102,51438,13.0,0.15,2016,0.62,0.38
"China Medical University, Taiwan",Taiwan,24.0,25.7,29.4,45.0,60.4,59.88001693480102,7983,15.4,0.08,2016,0.53,0.47
City University London,United Kingdom,23.5,89.6,21.2,43.5,28.9,59.88001693480102,13053,17.8,0.5,2016,0.55,0.45
Claude Bernard University Lyon 1,France,21.3,50.5,13.2,66.5,34.5,59.88001693480102,35308,16.1,0.11,2016,0.5,0.5
University of Coimbra,Portugal,28.3,46.2,26.5,42.4,34.8,59.88001693480102,22795,19.0,0.11,2016,0.55,0.45
Complutense University of Madrid,Spain,33.2,39.1,27.6,31.2,30.9,59.88001693480102,86519,17.5,0.13,2016,0.62,0.38
Concordia University,Canada,19.3,77.4,23.4,36.4,30.9,59.88001693480102,31017,30.3,0.27,2016,0.5,0.5
Curtin University,Australia,20.1,93.1,20.2,44.6,37.8,59.88001693480102,30333,17.1,0.38,2016,0.53,0.47
Dublin City University,Republic of Ireland,26.1,76.7,25.2,36.3,51.7,59.88001693480102,8546,22.9,0.17,2016,0.51,0.49
East China University of Science and Technology,China,24.1,21.7,17.1,46.4,64.7,59.88001693480102,27140,15.5,0.05,2016,0.5,0.5
Ewha Womans University,South Korea,23.9,34.3,18.3,50.4,57.6,59.88001693480102,17625,14.4,0.06,2016,1.0,0.0
Federico Santa María Technical University,Chile,17.2,54.1,10.1,70.5,35.1,59.88001693480102,11718,34.0,0.02,2016,0.24,0.76
University of Ferrara,Italy,17.7,41.8,17.2,63.3,35.9,59.88001693480102,18882,30.2,0.07,2016,0.56,0.44
Florida International University,United States of America,25.7,32.8,18.1,49.4,32.7,59.88001693480102,32566,25.9,0.07,2016,0.56,0.44
University of Genoa,Italy,27.2,38.8,14.2,59.3,42.3,59.88001693480102,37373,29.5,0.09,2016,0.56,0.44
Georgia State University,United States of America,26.3,29.5,19.5,52.9,28.7,59.88001693480102,28534,20.4,0.05,2016,0.59,0.41
University of Graz,Austria,24.9,68.9,16.3,53.3,29.3,59.88001693480102,20584,26.8,0.12,2016,0.65,0.35
Heriot-Watt University,United Kingdom,23.4,90.1,22.4,36.4,45.6,59.88001693480102,8773,17.8,0.43,2016,0.41,0.59
Hokkaido University,Japan,40.3,27.9,32.8,29.3,53.7,59.88001693480102,18162,8.2,0.09,2016,0.29,0.71
Howard University,United States of America,38.8,30.3,11.0,44.5,49.032975986277876,59.88001693480102,10297,6.8,0.05,2016,0.65,0.35
University of Hull,United Kingdom,22.4,73.2,16.1,41.1,31.8,59.88001693480102,15141,18.7,0.2,2016,0.52,0.48
University of Idaho,United States of America,28.3,32.0,19.4,40.8,32.4,59.88001693480102,11641,21.5,0.06,2016,0.47,0.53
Indian Institute of Technology Delhi,India,35.8,15.5,25.8,33.4,62.8,59.88001693480102,8371,17.3,0.01,2016,0.18,0.82
Indian Institute of Technology Kharagpur,India,33.2,13.3,30.5,41.4,31.7,59.88001693480102,9928,17.5,0.0,2016,0.15,0.85
Indian Institute of Technology Madras,India,34.6,16.1,20.7,31.4,88.9,59.88001693480102,8234,15.9,0.01,2016,0.19,0.81
University of Ioannina,Greece,14.5,36.9,17.7,56.4,32.9,59.88001693480102,20825,36.3,0.04,2016,0.58,0.42
Iran University of Science and Technology,Iran,25.9,12.2,26.0,42.3,61.2,59.88001693480102,10311,23.9,0.0,2016,0.24,0.76
Johannes Kepler University of Linz,Austria,19.2,58.5,13.8,51.6,37.4,59.88001693480102,19646,29.1,0.1,2016,0.48,0.52
University of Kaiserslautern,Germany,29.6,44.1,22.6,47.5,80.2,59.88001693480102,14184,54.4,0.14,2016,0.36,0.64
Keele University,United Kingdom,20.0,72.7,17.6,53.0,29.3,59.88001693480102,8397,15.7,0.2,2016,0.55,0.45
University of KwaZulu-Natal,South Africa,20.3,58.6,25.7,41.5,38.2,59.88001693480102,30572,24.9,0.06,2016,0.58,0.42
Kyung Hee University,South Korea,26.1,46.4,27.6,39.2,89.4,59.88001693480102,24356,17.4,0.14,2016,0.5,0.5
Kyushu University,Japan,36.5,26.4,27.5,31.8,83.2,59.88001693480102,18925,6.7,0.08,2016,0.28,0.72
Lehigh University,United States of America,23.9,36.0,15.0,58.2,38.9,59.88001693480102,6300,11.3,0.15,2016,0.44,0.56
Louisiana State University,United States of America,26.8,26.1,27.7,37.8,49.032975986277876,59.88001693480102,28116,20.1,0.06,2016,0.52,0.48
University of Macau,Macau,18.5,98.4,17.0,49.7,34.9,59.88001693480102,8521,14.9,0.31,2016,0.58,0.42
Makerere University,Uganda,15.1,58.0,10.6,70.7,28.0,59.88001693480102,37340,29.4,0.09,2016,0.5,0.5
Marche Polytechnic University,Italy,15.2,27.3,11.0,80.2,28.0,59.88001693480102,16589,23.0,0.04,2016,0.45,0.55
"University of Maryland, Baltimore County",United States of America,21.3,28.2,18.2,61.3,31.7,59.88001693480102,13908,18.1,0.07,2016,0.46,0.54
Murdoch University,Australia,18.7,88.3,19.6,51.2,36.5,59.88001693480102,16606,32.8,0.43,2016,0.59,0.41
University of Nantes,France,19.6,35.1,12.2,69.4,49.032975986277876,59.88001693480102,33866,22.2,0.11,2016,0.56,0.44
National and Kapodistrian University of Athens,Greece,26.7,39.0,16.3,45.8,49.032975986277876,59.88001693480102,63052,32.3,0.09,2016,0.61,0.39
National Autonomous University of Mexico,Mexico,42.7,35.9,40.2,14.8,63.7,59.88001693480102,137378,11.6,0.05,2016,0.51,0.49
National Cheng Kung University,Taiwan,29.8,27.7,40.2,27.2,100.0,59.88001693480102,21234,14.4,0.11,2016,0.36,0.64
National Institute of Applied Sciences of Lyon (INSA Lyon),France,27.0,63.6,10.6,41.8,40.3,59.88001693480102,6137,8.2,0.31,2016,0.31,0.69
National Yang-Ming University,Taiwan,41.5,15.8,18.5,33.3,30.2,59.88001693480102,4496,5.4,0.02,2016,0.48,0.52
University of Neuchâtel,Switzerland,24.2,91.4,14.7,48.2,49.032975986277876,59.88001693480102,4358,8.5,0.22,2016,0.59,0.41
New University of Lisbon,Portugal,26.9,44.5,21.9,38.3,41.3,59.88001693480102,18867,17.9,0.07,2016,0.49,0.51
University of Nice Sophia Antipolis,France,21.4,79.5,16.1,53.7,28.5,59.88001693480102,27304,20.3,0.22,2016,0.56,0.44
Novosibirsk State University,Russian Federation,41.4,32.4,30.8,26.2,38.2,59.88001693480102,7131,7.1,0.13,2016,0.52,0.48
The Open University,United Kingdom,21.0,51.5,13.8,60.3,28.4,59.88001693480102,76683,35.9,0.09,2016,0.61,0.39
Oxford Brookes University,United Kingdom,25.7,68.9,18.8,42.7,28.4,59.88001693480102,14238,18.5,0.25,2016,0.57,0.43
University of Palermo,Italy,15.3,23.6,9.1,77.4,28.0,59.88001693480102,43875,22.4,0.01,2016,0.6,0.4
University of Parma,Italy,17.7,36.8,16.6,56.4,37.1,59.88001693480102,26937,29.1,0.07,2016,0.56,0.44
University of Pisa,Italy,21.6,31.1,18.9,64.5,31.4,59.88001693480102,47247,18.0,0.04,2016,0.52,0.48
Polytechnic University of Catalonia,Spain,25.2,63.9,14.8,44.7,40.9,59.88001693480102,22893,11.7,0.28,2016,0.12,0.88
Pontifical Catholic University of Chile,Chile,28.2,52.4,21.3,37.0,28.0,59.88001693480102,25075,15.3,0.07,2016,0.5,0.5
University of Porto,Portugal,32.0,45.4,28.2,37.2,38.7,59.88001693480102,32720,18.8,0.09,2016,0.54,0.46
University of Portsmouth,United Kingdom,17.2,79.3,10.9,58.2,28.9,59.88001693480102,20161,19.1,0.23,2016,0.45,0.55
RMIT University,Australia,24.7,82.1,17.7,44.6,37.0,59.88001693480102,29501,18.1,0.25,2016,0.47,0.53
University of Rome II – Tor Vergata,Italy,23.5,36.5,17.2,64.5,34.7,59.88001693480102,33504,26.5,0.06,2016,0.52,0.48
University of Rovira i Virgili,Spain,20.8,41.5,14.8,66.9,30.9,59.88001693480102,12533,12.8,0.09,2016,0.61,0.39
Saint Petersburg State University,Russian Federation,47.9,33.0,31.4,14.5,29.5,59.88001693480102,20836,5.2,0.07,2016,0.6,0.4
University of Salento,Italy,29.6,24.5,13.2,53.0,36.2,59.88001693480102,19959,58.4,0.01,2016,0.64,0.36
University of San Francisco,United States of America,34.2,40.1,12.9,43.8,28.6,59.88001693480102,10788,17.0,0.17,2016,0.63,0.37
University of Saskatchewan,Canada,30.8,52.9,22.4,39.7,62.9,59.88001693480102,19028,16.3,0.14,2016,0.57,0.43
Sharif University of Technology,Iran,26.6,15.9,30.1,33.7,87.8,59.88001693480102,10977,18.7,0.0,2016,0.27,0.73
University of Siena,Italy,23.7,39.0,17.8,45.2,33.2,59.88001693480102,18846,23.6,0.05,2016,0.59,0.41
Southern Cross University,Australia,18.9,52.7,18.3,53.3,37.7,59.88001693480102,9026,32.8,0.15,2016,0.66,0.34
State University of New York Albany,United States of America,25.6,31.4,35.3,35.5,28.0,59.88001693480102,15387,18.5,0.08,2016,0.51,0.49
University of Strathclyde,United Kingdom,25.9,71.0,28.0,31.8,44.1,59.88001693480102,15705,20.2,0.2,2016,0.5,0.5
University of Tampere,Finland,23.5,41.9,13.7,63.7,40.0,59.88001693480102,10045,9.5,0.04,2016,0.66,0.34
Tampere University of Technology,Finland,23.1,54.0,17.2,45.5,67.5,59.88001693480102,6147,15.5,0.13,2016,0.23,0.77
Tokyo Medical and Dental University (TMDU),Japan,39.3,23.1,18.3,36.6,59.5,59.88001693480102,2872,3.3,0.07,2016,0.51,0.49
Tokyo Metropolitan University,Japan,21.6,19.9,11.4,72.2,30.9,59.88001693480102,9303,9.9,0.04,2016,0.35,0.65
University of Tsukuba,Japan,40.0,34.4,30.0,33.7,42.9,59.88001693480102,15930,12.6,0.16,2016,0.38,0.62
University of Ulsan,South Korea,19.5,18.6,20.5,54.0,64.7,59.88001693480102,14037,13.3,0.03,2016,0.5,0.5
Ulster University,United Kingdom,19.1,79.0,13.2,44.1,29.2,59.88001693480102,19622,15.8,0.15,2016,0.55,0.45
Université du Québec à Montréal,Canada,26.8,42.9,24.5,41.6,29.2,59.88001693480102,27046,24.7,0.09,2016,0.61,0.39
Universiti Teknologi Malaysia,Malaysia,26.3,51.7,14.6,44.7,31.1,59.88001693480102,16270,9.0,0.13,2016,0.43,0.57
University of Urbino Carlo Bo,Italy,17.2,35.0,8.7,66.8,31.2,59.88001693480102,13435,37.4,0.07,2016,0.61,0.39
University of Valencia,Spain,22.7,40.5,16.9,49.6,31.3,59.88001693480102,58413,15.4,0.09,2016,0.6,0.4
University of Waikato,New Zealand,19.3,87.0,18.2,53.7,30.7,59.88001693480102,10159,17.0,0.25,2016,0.57,0.43
Western Sydney University,Australia,20.1,54.0,24.6,52.3,30.7,59.88001693480102,30704,32.2,0.09,2016,0.56,0.44
Wuhan University,China,38.2,36.7,26.8,18.0,97.8,59.88001693480102,46227,14.4,0.07,2016,0.5,0.5
Xiamen University,China,26.7,25.0,15.6,47.0,49.032975986277876,59.88001693480102,32921,12.3,0.05,2016,0.52,0.48
American University of Beirut,Lebanon,27.7,93.0,11.2,31.9,49.032975986277876,59.88001693480102,7695,8.9,0.25,2016,0.51,0.49
Amirkabir University of Technology,Iran,24.5,7.7,25.7,34.8,55.7,59.88001693480102,14080,25.6,0.01,2016,0.34,0.66
"University of the Andes, Colombia",Colombia,21.2,51.7,13.8,31.2,28.0,59.88001693480102,15773,16.9,0.02,2016,0.44,0.56
University of Arkansas,United States of America,25.5,25.9,17.4,30.3,36.9,59.88001693480102,22819,21.2,0.05,2016,0.5,0.5
Auburn University,United States of America,30.2,27.9,19.4,21.0,37.2,59.88001693480102,22386,17.6,0.04,2016,0.51,0.49
Babeş-Bolyai University,Romania,27.9,35.4,12.5,32.1,28.6,59.88001693480102,37915,23.5,0.02,2016,0.67,0.33
University of the Basque Country,Spain,18.2,34.9,11.9,43.1,30.3,59.88001693480102,46373,15.3,0.05,2016,0.53,0.47
Bauman Moscow State Technical University,Russian Federation,44.0,15.6,23.7,3.1,68.1,59.88001693480102,18808,4.0,0.04,2016,0.23,0.77
Ben-Gurion University of the Negev,Israel,25.1,52.9,21.3,30.1,28.7,59.88001693480102,16695,12.6,0.02,2016,0.49,0.51
Blaise Pascal University,France,20.2,66.6,2.9,46.9,49.032975986277876,59.88001693480102,15619,7.1,0.17,2016,0.55,0.45
Boğaziçi University,Turkey,21.2,38.3,17.2,45.4,35.5,59.88001693480102,11506,25.0,0.07,2016,0.5,0.5
University of Burgundy,France,21.4,50.9,8.8,46.3,49.032975986277876,59.88001693480102,26612,20.8,0.11,2016,0.54,0.46
University of Canberra,Australia,18.4,54.6,19.3,29.8,36.2,59.88001693480102,11221,28.6,0.24,2016,0.54,0.46
Carleton University,Canada,19.9,61.3,24.0,32.0,30.4,59.88001693480102,25036,29.8,0.18,2016,0.47,0.53
University of Catania,Italy,19.2,25.3,15.9,52.9,29.5,59.88001693480102,55859,49.7,0.01,2016,0.61,0.39
Central Queensland University,Australia,20.9,50.8,11.4,43.7,32.5,59.88001693480102,11452,29.6,0.27,2016,0.59,0.41
University of Chile,Chile,28.3,44.1,19.6,30.5,49.032975986277876,59.88001693480102,29207,14.2,0.03,2016,0.47,0.53
China Agricultural University,China,35.8,17.6,24.9,22.6,52.3,59.88001693480102,19342,12.0,0.01,2016,0.57,0.43
Chung-Ang University,South Korea,29.9,43.7,27.6,17.4,61.3,59.88001693480102,13015,17.4,0.17,2016,0.45,0.55
De Montfort University,United Kingdom,16.8,58.4,10.1,40.1,28.5,59.88001693480102,16812,19.1,0.21,2016,0.57,0.43
East China Normal University,China,24.6,30.6,14.7,43.3,42.0,59.88001693480102,29623,14.0,0.11,2016,0.63,0.37
Edith Cowan University,Australia,18.9,68.7,16.1,35.0,34.5,59.88001693480102,27491,16.1,0.16,2016,0.61,0.39
Federal University of Rio de Janeiro,Brazil,32.4,25.1,19.7,18.3,42.9,59.88001693480102,52878,12.8,0.02,2016,0.54,0.46
University of Granada,Spain,24.3,36.4,14.7,45.8,29.4,59.88001693480102,53476,16.0,0.06,2016,0.56,0.44
University of Haifa,Israel,25.5,34.7,29.5,26.2,30.3,59.88001693480102,17758,30.8,0.01,2016,0.65,0.35
Harbin Institute of Technology,China,29.4,25.6,27.3,15.7,99.8,59.88001693480102,31658,10.8,0.07,2016,0.29,0.71
University of Hertfordshire,United Kingdom,15.5,78.9,9.5,50.5,29.3,59.88001693480102,19665,19.4,0.27,2016,0.54,0.46
Hiroshima University,Japan,27.8,22.2,18.9,41.7,42.2,59.88001693480102,14686,8.2,0.05,2016,0.36,0.64
Huazhong University of Science and Technology,China,29.3,17.3,22.7,31.6,71.8,59.88001693480102,57242,17.7,0.04,2016,0.34,0.66
Indian Institute of Technology Guwahati,India,24.3,12.9,20.7,42.6,32.3,59.88001693480102,4710,14.2,0.01,2016,0.14,0.86
Indian Institute of Technology Kanpur,India,33.1,16.4,15.0,31.5,28.0,59.88001693480102,6167,12.2,0.0,2016,0.13,0.87
Indian Institute of Technology Roorkee,India,29.7,13.9,17.5,37.2,81.4,59.88001693480102,8061,18.7,0.01,2016,0.17,0.83
Isfahan University of Technology,Iran,18.1,17.2,23.0,39.5,99.5,59.88001693480102,10964,26.5,0.01,2016,0.39,0.61
Istanbul Technical University,Turkey,19.2,22.9,25.8,26.5,72.1,59.88001693480102,34550,16.0,0.05,2016,0.34,0.66
Jadavpur University,India,32.8,7.7,22.2,31.8,33.8,59.88001693480102,10697,16.1,0.0,2016,0.3,0.7
Kanazawa University,Japan,24.7,18.4,14.8,35.5,30.4,59.88001693480102,10546,10.4,0.05,2016,0.36,0.64
Kansas State University,United States of America,22.9,41.7,17.5,39.3,43.1,59.88001693480102,21379,15.1,0.1,2016,0.5,0.5
Keio University,Japan,25.0,22.7,17.5,28.5,41.4,59.88001693480102,33751,11.9,0.05,2016,0.32,0.68
Kent State University,United States of America,18.4,32.4,14.2,53.8,28.5,59.88001693480102,23122,19.0,0.08,2016,0.58,0.42
King Fahd University of Petroleum and Minerals,Saudi Arabia,25.4,84.5,16.1,24.4,81.2,59.88001693480102,6898,7.1,0.2,2016,0.5,0.5
King Saud University,Saudi Arabia,20.0,75.5,17.5,22.3,57.4,59.88001693480102,40666,13.4,0.07,2016,0.5,0.5
University of La Laguna,Spain,16.9,44.7,10.0,44.8,28.5,59.88001693480102,22422,14.9,0.05,2016,0.58,0.42
Lappeenranta University of Technology,Finland,27.1,53.0,27.5,20.8,80.3,59.88001693480102,3486,23.9,0.19,2016,0.31,0.69
University of Limerick,Republic of Ireland,19.8,76.5,16.3,36.6,34.0,59.88001693480102,12212,19.8,0.13,2016,0.46,0.54
University of Lisbon,Portugal,25.9,46.6,18.3,32.4,35.4,59.88001693480102,47849,17.5,0.09,2016,0.51,0.49
Liverpool John Moores University,United Kingdom,16.4,62.1,11.6,45.9,28.8,59.88001693480102,18513,19.8,0.13,2016,0.52,0.48
Mahidol University,Thailand,26.8,44.1,15.1,28.3,71.6,59.88001693480102,27402,7.5,0.03,2016,0.63,0.37
Manchester Metropolitan University,United Kingdom,22.7,57.8,10.6,30.8,28.3,59.88001693480102,28037,18.2,0.14,2016,0.57,0.43
University of Maribor,Slovenia,17.1,33.6,11.5,42.1,38.7,59.88001693480102,14531,17.3,0.04,2016,0.5,0.5
Masaryk University,Czech Republic,21.2,48.9,22.9,27.8,28.5,59.88001693480102,40898,26.6,0.17,2016,0.62,0.38
Massey University,New Zealand,23.1,80.5,17.1,31.9,35.8,59.88001693480102,19101,16.8,0.15,2016,0.62,0.38
Memorial University of Newfoundland,Canada,18.1,53.3,15.8,35.6,48.3,59.88001693480102,15464,14.6,0.1,2016,0.59,0.41
Middle East Technical University,Turkey,29.9,26.7,17.3,28.8,60.0,59.88001693480102,25779,22.2,0.07,2016,0.44,0.56
University of Minho,Portugal,23.9,43.6,20.1,35.3,51.6,59.88001693480102,19090,18.8,0.09,2016,0.52,0.48
Missouri University of Science and Technology,United States of America,23.5,40.6,18.4,28.7,52.8,59.88001693480102,7647,15.5,0.12,2016,0.23,0.77
Montana State University,United States of America,17.7,23.5,21.8,48.0,43.0,59.88001693480102,12331,17.8,0.04,2016,0.46,0.54
Monterrey Institute of Technology and Higher Education,Mexico,23.9,59.6,12.7,23.4,75.8,59.88001693480102,14353,20.5,0.12,2016,0.4,0.6
National Central University,Taiwan,26.3,27.1,23.2,17.5,75.3,59.88001693480102,10915,9.8,0.06,2016,0.31,0.69
National Sun Yat-Sen University,Taiwan,26.1,19.7,33.0,25.8,44.3,59.88001693480102,9336,19.6,0.04,2016,0.37,0.63
National Taiwan Normal University,Taiwan,26.2,38.1,31.3,16.2,81.9,59.88001693480102,11072,13.0,0.19,2016,0.57,0.43
National Technical University of Athens,Greece,20.2,31.3,15.0,36.2,40.3,59.88001693480102,14780,26.9,0.07,2016,0.36,0.64
